Scheme Name	Net Asset Value
Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan	241.89
Aditya Birla Sun Life India Gennext Fund -DIRECT - IDCW	53.22
Aditya Birla Sun Life India Gennext Fund -Regular - IDCW	42.04
Aditya Birla Sun Life India Gennext Fund-Growth Option	211.88
Aditya Birla Sun Life Infrastructure Fund -  Direct - IDCW	45.19
Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW	26.89
Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan	101.41
Aditya Birla Sun Life Infrastructure Fund-Growth	92.08
Aditya Birla Sun Life International Equity Fund - Direct - IDCW	41.8704
Aditya Birla Sun Life International Equity Fund - Growth - Direct Plan	41.8456
Aditya Birla Sun Life International Equity Fund - Growth - Regular Plan	38.8406
Aditya Birla Sun Life International Equity Fund - Regular - IDCW	17.7788
Aditya Birla Sun Life International Equity Fund - Plan B - Direct - IDCW	23.1342
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan	30.2806
Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan	28.8036
Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW	19.8371
Aditya Birla Sun Life Manufacturing Equity Fund - Direct - IDCW	21.43
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth	34.
Aditya Birla Sun Life Manufacturing Equity Fund - Regular - IDCW	19.64
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth	30.96
Aditya Birla Sun Life MNC Fund - DIRECT - IDCW	463.11
Aditya Birla Sun Life MNC Fund - Growth - Direct Plan	1448.23
Aditya Birla Sun Life MNC Fund - Growth - Regular Plan	1302.86
Aditya Birla Sun Life MNC Fund - Regular - IDCW	225.02
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct - Payout of IDCW	22.68
Aditya Birla Sun Life Pharma and Healthcare Fund-Direct-Growth	32.8
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular - Payout of IDCW	21.02
Aditya Birla Sun Life Pharma and Healthcare Fund-Regular-Growth	29.93
Aditya Birla Sun Life PSU Equity Fund-Direct - Payout of IDCW	28.95
Aditya Birla Sun Life PSU Equity Fund-Direct Plan-Growth	35.8
Aditya Birla Sun Life PSU Equity Fund-Regular - Payout of IDCW	25.07
Aditya Birla Sun Life PSU Equity Fund-Regular Plan-Growth	32.83
Aditya Birla Sun Life Quant Fund - Direct Growth	9.32
Aditya Birla Sun Life Quant Fund - Direct IDCW Payout	9.31
Aditya Birla Sun Life Quant Fund - Regular Growth	9.19
Aditya Birla Sun Life Quant Fund - Regular IDCW Payout	9.18
Aditya Birla Sun Life Special Opportunities Fund-Direct - IDCW	21.07
Aditya Birla Sun Life Special Opportunities Fund-Direct-Growth	25.46
Aditya Birla Sun Life Special Opportunities Fund-Regular - IDCW	19.71
Aditya Birla Sun Life Special Opportunities Fund-Regular Plan-Growth	23.82
Aditya Birla Sun Life Transportation and Logistics Fund-Direct Growth	13.65
Aditya Birla Sun Life Transportation and Logistics Fund-Direct IDCW	13.64
Aditya Birla Sun Life Transportation and Logistics Fund-Regular Growth	13.34
Aditya Birla Sun Life Transportation and Logistics Fund-Regular IDCW	13.34
Axis Business Cycles Fund - Direct Plan - Growth	16.58
Axis Business Cycles Fund - Direct Plan - IDCW	16.57
Axis Business Cycles Fund - Regular Plan - Growth	16.07
Axis Business Cycles Fund - Regular Plan - IDCW	16.07
Axis Consumption Fund Direct Plan - Growth	9.31
Axis Consumption Fund Direct Plan - IDCW	9.31
Axis Consumption Fund Regular Plan - Growth	9.21
Axis Consumption Fund Regular Plan - IDCW	9.21
Axis ESG Integration Strategy Fund - Direct Plan - Growth Option	22.56
Axis ESG Integration Strategy Fund - Direct Plan - IDCW	16.07
Axis ESG Integration Strategy Fund - Regular Plan - Growth Option	21.06
Axis ESG Integration Strategy Fund - Regular Plan - IDCW	14.98
Axis India Manufacturing Fund - Direct Plan - Growth	13.66
Axis India Manufacturing Fund - Direct Plan - IDCW	13.66
Axis India Manufacturing Fund - Regular Plan - Growth	13.39
Axis India Manufacturing Fund - Regular Plan - IDCW	13.39
Axis Innovation Fund - Direct Plan - Growth Option	19.09
Axis Innovation Fund - Direct Plan - IDCW	17.37
Axis Innovation Fund - Regular Plan - Growth Option	18.01
Axis Innovation Fund - Regular Plan - IDCW	16.39
Axis Momentum Fund - Direct Plan - Growth Option	8.99
Axis Momentum Fund - Direct Plan - IDCW Option	8.99
Axis Momentum Fund - Regular Plan - Growth Option	8.92
Axis Momentum Fund - Regular Plan - IDCW Option	8.92
Axis Quant Fund - Direct Plan - Growth	16.43
Axis Quant Fund - Direct Plan - IDCW	16.43
Axis Quant Fund - Regular Plan - Growth	15.44
Axis Quant Fund - Regular Plan - IDCW	15.44
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH	9.530
BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW	9.530
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH	9.453
BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW	9.453
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH	9.409
BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW	9.409
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH	9.343
BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW	9.343
Bandhan Business Cycle Fund - Direct Plan - Growth	9.793
Bandhan Business Cycle Fund - Direct Plan - IDCW	9.793
Bandhan Business Cycle Fund - Regular Plan - Growth	9.694
Bandhan Business Cycle Fund - Regular Plan - IDCW	9.694
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	14.974
BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW	13.948
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH	14.532
BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - IDCW	13.543
BANDHAN Infrastructure Fund - Regular Plan - Growth	50.183
BANDHAN Infrastructure Fund - Regular Plan - IDCW	39.918
BANDHAN Infrastructure Fund-Direct Plan-Growth	58.529
BANDHAN Infrastructure Fund-Direct Plan-IDCW	48.593
Bandhan Innovation Fund - Direct Plan - Growth	12.300
Bandhan Innovation Fund - Direct Plan - IDCW	12.300
Bandhan Innovation Fund - Regular Plan - Growth	12.095
Bandhan Innovation Fund - Regular Plan - IDCW	12.095
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - DIRECT PLAN	17.570
BANDHAN TRANSPORTATION AND LOGISTICS FUND - GROWTH - REGULAR PLAN	16.860
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - DIRECT PLAN	17.551
BANDHAN TRANSPORTATION AND LOGISTICS FUND - IDCW - REGULAR PLAN	16.861
Bank of India Business Cycle Fund - Direct Plan - Dividend	9.09
Bank of India Business Cycle Fund - Direct Plan - Growth	9.09
Bank of India Business Cycle Fund - Regular Plan - Dividend	9.02
Bank of India Business Cycle Fund - Regular Plan - Growth	9.02
Bank of India Consumption Fund - Direct - Growth	10.40
Bank of India Consumption Fund - Direct - IDCW	10.39
Bank of India Consumption Fund - Regular - Growth	10.34
Bank of India Consumption Fund - Regular - IDCW	10.34
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Growth	62.98
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Quarterly IDCW	61.91
BANK OF INDIA Manufacturing & Infrastructure Fund-Direct Plan-Regular IDCW	59.43
BANK OF INDIA Manufacturing & Infrastructure Fund-Growth	53.95
BANK OF INDIA Manufacturing & Infrastructure Fund-Quarterly IDCW	35.02
BANK OF INDIA Manufacturing & Infrastructure Fund-Regular IDCW	34.39
Baroda BNP Paribas Banking and Financial Services Fund - Direct - Growth Option	52.8078
Baroda BNP Paribas Banking and Financial Services Fund - Direct - IDCW Option	24.2421
Baroda BNP Paribas Banking and Financial Services Fund - Regular - Growth Option	47.3095
Baroda BNP Paribas Banking and Financial Services Fund - Regular - IDCW Option	21.2544
Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth	16.1967
Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option	14.7777
Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth	15.3501
Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option	14.0084
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option	11.2872
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option	11.2872
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option	11.2364
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - ICDW Option	11.2364
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option	34.0172
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option	23.6413
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option	30.7806
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option	20.7346
Baroda BNP Paribas Innovation Fund Direct plan - Growth Option	11.8776
Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option	11.8776
Baroda BNP Paribas Innovation Fund Regular plan - Growth Option	11.6397
Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option	11.5225
Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option	9.5613
Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option	9.5613
Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option	9.4262
Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option	9.4262
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION	123.9700
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	89.0300
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION	108.0400
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	48.8400
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION	174.8300
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	87.9400
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION	155.8200
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	63.0100
Canara Robeco Manufacturing Fund - Direct Plan - Growth Option	12.1200
Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option	12.1200
Canara Robeco Manufacturing Fund - Regular Plan - Growth Option	11.9100
Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option	11.9100
DSP Banking & Financial Services Fund - Direct - Growth	13.393
DSP Banking & Financial Services Fund - Direct - IDCW	12.37
DSP Banking & Financial Services Fund - Regular - Growth	13.102
DSP Banking & Financial Services Fund - Regular - IDCW	13.102
DSP Business Cycle Fund - Direct - Growth	9.824
DSP Business Cycle Fund - Direct - IDCW	9.824
DSP Business Cycle Fund - Regular - Growth	9.758
DSP Business Cycle Fund - Regular - IDCW	9.758
DSP Healthcare Fund - Direct Plan - Growth	41.201
DSP Healthcare Fund - Direct Plan - IDCW	25.866
DSP Healthcare Fund - Regular Plan - Growth	37.407
DSP Healthcare Fund - Regular Plan - IDCW	23.534
DSP India T.I.G.E.R. Fund - Direct Plan - Growth	331.265
DSP India T.I.G.E.R. Fund - Direct Plan - IDCW	52.862
DSP India T.I.G.E.R. Fund - Regular Plan - Growth	305.226
DSP India T.I.G.E.R. Fund - Regular Plan - IDCW	28.676
DSP Natural Resources and New Energy Fund - Direct Plan - Growth	98.149
DSP Natural Resources and New Energy Fund - Direct Plan - IDCW	33.818
DSP Natural Resources And New Energy Fund - Regular - Growth	88.385
DSP Natural Resources And New Energy Fund - Regular Plan - IDCW	28.277
DSP Quant Fund - Direct Plan - Growth	21.806
DSP Quant Fund - Direct Plan - IDCW	18.072
DSP Quant Fund - Regular Plan - Growth	20.87
DSP Quant Fund - Regular Plan - IDCW	17.275
Edelweiss Business Cycle Fund - Direct Plan - Growth	8.7572
Edelweiss Business Cycle Fund - Direct Plan - IDCW Option	8.7572
Edelweiss Business Cycle Fund - Regular Plan - Growth	8.6384
Edelweiss Business Cycle Fund - Regular Plan - IDCW Option	8.6384
Edelweiss Consumption Fund - Direct - Growth	10.8752
Edelweiss Consumption Fund - Direct - IDCW - Payout	10.8752
Edelweiss Consumption Fund - Regular - Growth	10.8277
Edelweiss Consumption Fund - Regular - IDCW - Payout	10.8277
Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option	26.9703
Edelweiss Recently Listed IPO Fund Direct Plan Growth	26.9703
Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option	25.2406
Edelweiss Recently Listed IPO Fund Regular Plan Growth	25.2419
Edelweiss Technology Fund - Direct Plan - Growth	11.326
Edelweiss Technology Fund - Direct Plan - IDCW	11.326
Edelweiss Technology Fund - Regular Plan - Growth	11.0874
Edelweiss Technology Fund - Regular Plan - IDCW	11.0874
Franklin Asian Equity Fund - Direct - Growth	32.1733
Franklin Asian Equity Fund - Direct - IDCW 	14.7333
Franklin Asian Equity Fund - Growth Plan	29.4599
Franklin Asian Equity Fund - IDCW 	13.9057
Franklin Build India Fund - Direct - Growth	158.7635
Franklin Build India Fund - Direct - IDCW 	52.1300
Franklin Build India Fund - IDCW 	43.2391
Franklin Build India Fund Growth Plan	138.2842
Franklin India Opportunities Fund - Direct - Growth	270.4580
Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW 	42.8477
Franklin India Opportunities Fund - Growth	245.6431
Franklin INDIA OPPORTUNITIES FUND - IDCW 	38.1879
Franklin India Technology Fund - Direct - Growth	547.9506
Franklin India Technology Fund - Direct - IDCW 	51.9780
Franklin India Technology Fund - IDCW 	46.6207
Franklin India Technology Fund-Growth	498.4624
Groww Banking & Financial Services Fund - Direct Plan - Growth	11.6495
Groww Banking & Financial Services Fund - Regular - Growth	11.3609
Groww Banking & Financial Services Fund - Regular Plan - IDCW	11.361
Groww Banking & Financial Services Fund-IDCW	11.6488
HDFC Banking & Financial Services Fund - Growth Option	16.712
HDFC Banking & Financial Services Fund - Growth Option - Direct Plan	17.704
HDFC Banking & Financial Services Fund - IDCW Option	14.67
HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan	15.647
HDFC Business Cycle Fund - Growth Option	14.152
HDFC Business Cycle Fund - Growth Option - Direct Plan	14.608
HDFC Business Cycle Fund - IDCW Option	14.152
HDFC Business Cycle Fund - IDCW Option - Direct Plan	14.608
HDFC Defence Fund - Growth Option	24.163
HDFC Defence Fund - Growth Option - Direct Plan	24.73
HDFC Defence Fund - IDCW Option	24.163
HDFC Defence Fund - IDCW Option - Direct Plan	24.73
HDFC Housing Opportunities Fund  - Growth Option	22.078
HDFC Housing Opportunities Fund  - Growth Option - Direct Plan	23.826
HDFC Housing Opportunities Fund  - IDCW Option	15.827
HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan	17.47
HDFC Infrastructure Fund - Growth Option - Direct Plan	52.11
HDFC Infrastructure Fund - Growth Plan	47.217
HDFC Infrastructure Fund - IDCW Option - Direct Plan	31.89
HDFC Infrastructure Fund - IDCW Plan	20.25
HDFC Manufacturing fund - Growth Option - Direct Plan	10.51
HDFC Manufacturing fund - Growth Option - Regular Plan	10.379
HDFC Manufacturing fund - IDCW - Direct Plan	10.51
HDFC Manufacturing fund - IDCW - Regular Plan	10.379
HDFC MNC Fund - Growth Option	12.941
HDFC MNC Fund - Growth Option - Direct Plan	13.286
HDFC MNC Fund - IDCW Option	12.941
HDFC MNC Fund - IDCW Option - Direct Plan	13.286
HDFC Non-Cyclical Consumer Fund - Growth Option	13.84
HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan	14.159
HDFC Non-Cyclical Consumer Fund - IDCW Option	13.84
HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan	14.159
HDFC Pharma and Healthcare Fund - Growth Option	16.151
HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan	16.476
HDFC Pharma and Healthcare Fund - IDCW Option	16.151
HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan	16.476
HDFC Technology Fund - Growth Option	13.487
HDFC Technology Fund - Growth Option - Direct Plan	13.77
HDFC Technology Fund - IDCW Option	13.487
HDFC Technology Fund - IDCW Option - Direct Plan	13.77
HDFC Transportation and Logistics Fund - Growth Option	15.29
HDFC Transportation and Logistics Fund - Growth Option - Direct Plan	15.619
HDFC Transportation and Logistics Fund - IDCW Option	15.29
HDFC Transportation and Logistics Fund - IDCW Option - Direct Plan	15.619
Helios Financial Services Fund - Direct Plan - Growth Option	11.27
Helios Financial Services Fund - Direct Plan - IDCW Option	11.27
Helios Financial Services Fund - Regular Plan - Growth Option	11.10
Helios Financial Services Fund - Regular Plan - IDCW Option	11.10
HSBC Business Cycles Fund - Direct Growth	46.1597
HSBC Business Cycles Fund - Direct IDCW	28.894
HSBC Business Cycles Fund - Regular Growth	42.0103
HSBC Business Cycles Fund - Regular IDCW	26.5424
HSBC Consumption Fund - Direct Growth	14.2172
HSBC Consumption Fund - Direct IDCW	14.2172
HSBC Consumption Fund - Regular Growth	13.8823
HSBC Consumption Fund - Regular IDCW	13.8823
HSBC Financial Services Fund - Direct Growth	11.2614
HSBC Financial Services Fund - Direct IDCW	11.2612
HSBC Financial Services Fund - Regular Growth	11.2221
HSBC Financial Services Fund - Regular IDCW	11.2222
HSBC India Export Opportunities Fund - Direct Growth	9.5355
HSBC India Export Opportunities Fund - Direct IDCW	9.5355
HSBC India Export Opportunities Fund - Regular Growth	9.4467
HSBC India Export Opportunities Fund - Regular IDCW	9.4467
HSBC Infrastructure Fund - Direct Growth	52.0574
HSBC Infrastructure Fund - Direct IDCW	40.8283
HSBC Infrastructure Fund - Regular Growth	46.3751
HSBC Infrastructure Fund - Regular IDCW	36.6167
ICICI Prudential Banking and Financial Services Fund -  Growth	132.51
ICICI Prudential Banking and Financial Services Fund -  IDCW	30.84
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth	149.00
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW	73.98
ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option	26.40
ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option	18.68
ICICI Prudential Bharat Consumption Fund - Growth Option	24.61
ICICI Prudential Bharat Consumption Fund - IDCW Option	17.04
ICICI Prudential Business Cycle Fund Direct Plan Growth	25.10
ICICI Prudential Business Cycle Fund Direct Plan IDCW	19.73
ICICI Prudential Business Cycle Fund Growth	23.80
ICICI Prudential Business Cycle Fund IDCW	18.48
ICICI Prudential Commodities Fund - Direct Plan - Growth Option	43.60
ICICI Prudential Commodities Fund - Direct Plan - IDCW Option	31.00
ICICI Prudential Commodities Fund - Growth Option	40.45
ICICI Prudential Commodities Fund - IDCW Option	28.12
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth	10.14
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW	10.14
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth	10.03
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW	10.03
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth	10.49
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW	10.49
ICICI Prudential Equity Minimum Variance Fund - Growth	10.42
ICICI Prudential Equity Minimum Variance Fund - IDCW	10.42
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth	23.60
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW	18.02
ICICI Prudential ESG Exclusionary Strategy Fund - Growth	22.19
ICICI Prudential ESG Exclusionary Strategy Fund - IDCW	16.71
ICICI Prudential Exports & Services Fund - Direct Plan - Growth	175.82
ICICI Prudential Exports & Services Fund - Direct Plan - IDCW	78.09
ICICI Prudential Exports & Services Fund - Growth	161.58
ICICI Prudential Exports & Services Fund - IDCW	39.73
ICICI Prudential FMCG Fund - Direct Plan -  Growth	529.74
ICICI Prudential FMCG Fund - Direct Plan -  IDCW	173.92
ICICI Prudential FMCG Fund - Growth	481.19
ICICI Prudential FMCG Fund - IDCW	88.94
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth	17.69
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW	16.27
